Variable:,tasmax
,Seychelles,Aldabra,Alphonse,"Anse Aux Pins","Anse Boileau","Anse Etoile","Anse Royale",Aride,Assumption,Astove,"Au Cap","Baie Lazare","Beau Vallon","Bel Air",Belombre,Bijoutier,Bird,Cascade,"Cerf Island",Conception,Cosmoledo,Cousin,Cousine,Curieuse,Darros,Denis,Desnoeufs,Desroches,"English River",Farquhar,Felicite,Fregate,Glacis,"Grand Anse Mahe","Grande Soeur","Ile du Sud","La Digue","Les Mamelles",Marie-Louise,"Mont Buxton","Mont Fleuri","North Island","Petite Soeur",Plaisance,Platte,"Pointe Larue",Poivre,"Port Glaud",Praslin,Providence,Remire,"Roche Caiman",Silhouette,"St Louis","St. Francois","St. Joseph Atoll","St. Pierre","Ste Anne",Takamaka,Therese,Coetivy
1954,29.69,30.07,29.68,29.68,29.70,29.70,29.68,29.68,29.68,29.68,29.68,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.68,29.70,29.68,29.70,29.68,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.68,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.68,29.70,29.68
1955,29.49,29.88,29.48,29.48,29.49,29.49,29.48,29.48,29.48,29.48,29.48,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.48,29.49,29.48,29.49,29.48,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.48,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.48,29.49,29.48
1956,29.39,29.68,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39,29.39
1957,29.60,29.77,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60,29.60
1958,30.03,30.13,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03
1959,29.77,29.90,29.78,29.78,29.77,29.77,29.78,29.78,29.78,29.78,29.78,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.78,29.77,29.78,29.77,29.78,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.78,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.78,29.77,29.78
1960,29.68,29.83,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68
1961,29.95,30.44,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95,29.95
1962,29.75,29.98,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75,29.75
1963,29.42,29.84,29.41,29.41,29.43,29.43,29.41,29.41,29.41,29.41,29.41,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.41,29.43,29.41,29.43,29.41,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.41,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.43,29.41,29.43,29.41
1964,29.44,29.70,29.43,29.43,29.45,29.45,29.43,29.43,29.43,29.43,29.43,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.43,29.45,29.43,29.45,29.43,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.43,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.45,29.43,29.45,29.43
1965,29.42,29.68,29.43,29.43,29.42,29.42,29.43,29.43,29.43,29.43,29.43,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.43,29.42,29.43,29.42,29.43,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.43,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.42,29.43,29.42,29.43
1966,29.89,30.19,29.90,29.90,29.88,29.88,29.90,29.90,29.90,29.90,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90
1967,29.85,30.08,29.86,29.86,29.84,29.84,29.86,29.86,29.86,29.86,29.86,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.86,29.84,29.86,29.84,29.86,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.86,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.86,29.84,29.86
1968,29.74,29.68,29.75,29.75,29.73,29.73,29.75,29.75,29.75,29.75,29.75,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.75,29.73,29.75,29.73,29.75,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.75,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.73,29.75,29.73,29.75
1969,30.04,30.26,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.04
1970,30.01,30.12,29.99,29.99,30.02,30.02,29.99,29.99,29.99,29.99,29.99,30.02,30.02,30.02,30.02,30.02,30.02,30.01,30.02,30.02,30.01,30.02,30.02,30.01,30.02,30.02,30.02,29.99,30.02,29.99,30.02,29.99,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,29.99,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,29.99,30.02,29.99
1971,29.37,29.45,29.41,29.41,29.35,29.35,29.41,29.41,29.41,29.41,29.41,29.36,29.35,29.35,29.35,29.35,29.35,29.36,29.35,29.35,29.36,29.35,29.35,29.36,29.35,29.35,29.35,29.41,29.35,29.41,29.35,29.41,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.41,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.35,29.40,29.35,29.40
1972,29.70,29.85,29.73,29.73,29.68,29.68,29.73,29.73,29.73,29.73,29.73,29.69,29.68,29.68,29.68,29.68,29.68,29.69,29.68,29.68,29.69,29.68,29.68,29.69,29.68,29.68,29.68,29.73,29.68,29.73,29.68,29.73,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.73,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.72,29.68,29.72
1973,29.94,29.80,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94
1974,29.13,29.40,29.14,29.14,29.13,29.13,29.14,29.14,29.14,29.14,29.14,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.14,29.13,29.14,29.13,29.14,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.14,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.14,29.13,29.14
1975,29.38,29.53,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38
1976,29.49,29.68,29.50,29.50,29.49,29.49,29.50,29.50,29.50,29.50,29.50,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.50,29.49,29.50,29.49,29.50,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.50,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.50,29.49,29.50
1977,29.87,30.04,29.88,29.88,29.86,29.86,29.88,29.88,29.88,29.88,29.88,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.88,29.86,29.88,29.86,29.88,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.88,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.88,29.86,29.88
1978,29.90,29.93,29.88,29.88,29.91,29.91,29.88,29.88,29.88,29.88,29.88,29.91,29.91,29.91,29.91,29.91,29.91,29.90,29.91,29.91,29.90,29.91,29.91,29.90,29.91,29.91,29.91,29.88,29.91,29.88,29.91,29.88,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.88,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.91,29.88,29.91,29.88
1979,29.82,29.96,29.81,29.81,29.83,29.83,29.81,29.81,29.81,29.81,29.81,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.81,29.83,29.81,29.83,29.81,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.81,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.83,29.81,29.83,29.81
1980,29.89,29.92,29.90,29.90,29.88,29.88,29.90,29.90,29.90,29.90,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90
1981,29.89,29.81,29.90,29.90,29.88,29.88,29.90,29.90,29.90,29.90,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90
1982,30.14,29.98,30.13,30.13,30.14,30.14,30.13,30.13,30.13,30.13,30.13,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.13,30.14,30.13,30.14,30.13,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.13,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.13,30.14,30.13
1983,30.17,30.04,30.18,30.18,30.16,30.16,30.18,30.18,30.18,30.18,30.18,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.18,30.16,30.18,30.16,30.18,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.18,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.18,30.16,30.18
1984,29.38,29.40,29.39,29.39,29.37,29.37,29.39,29.39,29.39,29.39,29.39,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.39,29.37,29.39,29.37,29.39,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.39,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.39,29.37,29.39
1985,29.58,29.63,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58
1986,29.89,29.79,29.90,29.90,29.88,29.88,29.90,29.90,29.90,29.90,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.88,29.90,29.88,29.90
1987,30.40,30.29,30.41,30.41,30.39,30.39,30.41,30.41,30.41,30.41,30.41,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.41,30.39,30.41,30.39,30.41,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.41,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.41,30.39,30.41
1988,30.04,30.21,30.06,30.06,30.03,30.03,30.06,30.06,30.06,30.06,30.06,30.03,30.03,30.03,30.03,30.03,30.03,30.04,30.03,30.03,30.04,30.03,30.03,30.04,30.03,30.03,30.03,30.06,30.03,30.06,30.03,30.06,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.06,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.03,30.06,30.03,30.06
1989,29.69,29.58,29.71,29.71,29.68,29.68,29.71,29.71,29.71,29.71,29.71,29.68,29.68,29.68,29.68,29.68,29.68,29.69,29.68,29.68,29.69,29.68,29.68,29.69,29.68,29.68,29.68,29.71,29.68,29.71,29.68,29.71,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.71,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.71,29.68,29.71
1990,29.97,30.06,29.98,29.98,29.96,29.96,29.98,29.98,29.98,29.98,29.98,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.98,29.96,29.98,29.96,29.98,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.98,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.96,29.98,29.96,29.98
1991,30.14,29.92,30.16,30.16,30.13,30.13,30.16,30.16,30.16,30.16,30.16,30.13,30.13,30.13,30.13,30.13,30.13,30.14,30.13,30.13,30.14,30.13,30.13,30.14,30.13,30.13,30.13,30.16,30.13,30.16,30.13,30.16,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.16,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.16,30.13,30.16
1992,29.75,29.93,29.78,29.78,29.74,29.74,29.78,29.78,29.78,29.78,29.78,29.75,29.74,29.74,29.74,29.74,29.74,29.75,29.74,29.74,29.75,29.74,29.74,29.75,29.74,29.74,29.74,29.78,29.74,29.78,29.74,29.78,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.78,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.77,29.74,29.77
1993,29.75,29.92,29.78,29.78,29.74,29.74,29.78,29.78,29.78,29.78,29.78,29.75,29.74,29.74,29.74,29.74,29.74,29.75,29.74,29.74,29.75,29.74,29.74,29.75,29.74,29.74,29.74,29.78,29.74,29.78,29.74,29.78,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.78,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.77,29.74,29.77
1994,30.07,30.15,30.08,30.08,30.06,30.06,30.08,30.08,30.08,30.08,30.08,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.08,30.06,30.08,30.06,30.08,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.08,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.06,30.08,30.06,30.08
1995,30.15,30.08,30.18,30.18,30.14,30.14,30.18,30.18,30.18,30.18,30.18,30.15,30.14,30.14,30.14,30.14,30.14,30.15,30.14,30.14,30.15,30.14,30.14,30.15,30.14,30.14,30.14,30.18,30.14,30.18,30.14,30.18,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.18,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.14,30.17,30.14,30.17
1996,29.78,29.82,29.80,29.80,29.77,29.77,29.80,29.80,29.80,29.80,29.80,29.77,29.77,29.77,29.77,29.77,29.77,29.78,29.77,29.77,29.78,29.77,29.77,29.78,29.77,29.77,29.77,29.80,29.77,29.80,29.77,29.80,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.80,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.77,29.80,29.77,29.80
1997,30.37,30.17,30.43,30.43,30.36,30.35,30.43,30.43,30.43,30.43,30.43,30.36,30.35,30.35,30.35,30.35,30.35,30.36,30.35,30.35,30.36,30.35,30.35,30.36,30.35,30.35,30.35,30.43,30.35,30.43,30.35,30.43,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.43,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.35,30.42,30.35,30.42
1998,30.47,30.46,30.50,30.50,30.45,30.45,30.50,30.50,30.50,30.50,30.50,30.46,30.45,30.45,30.45,30.45,30.45,30.46,30.45,30.45,30.46,30.45,30.45,30.46,30.45,30.45,30.45,30.50,30.45,30.50,30.45,30.50,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.50,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.45,30.49,30.45,30.49
1999,29.94,30.04,29.98,29.98,29.92,29.92,29.98,29.98,29.98,29.98,29.98,29.93,29.92,29.92,29.92,29.92,29.92,29.93,29.92,29.92,29.93,29.92,29.92,29.93,29.92,29.92,29.92,29.98,29.92,29.98,29.92,29.98,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.98,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.92,29.97,29.92,29.97
2000,29.88,29.97,29.91,29.91,29.86,29.86,29.91,29.91,29.91,29.91,29.91,29.87,29.86,29.86,29.86,29.86,29.86,29.87,29.86,29.86,29.87,29.86,29.86,29.87,29.86,29.86,29.86,29.91,29.86,29.91,29.86,29.91,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.91,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.86,29.90,29.86,29.90
2001,30.10,30.08,30.13,30.13,30.08,30.08,30.13,30.13,30.13,30.13,30.13,30.09,30.08,30.08,30.08,30.08,30.08,30.09,30.08,30.08,30.09,30.08,30.08,30.09,30.08,30.08,30.08,30.13,30.08,30.13,30.08,30.13,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.13,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.08,30.12,30.08,30.12
2002,30.13,29.98,30.18,30.18,30.12,30.11,30.18,30.18,30.18,30.18,30.18,30.12,30.11,30.11,30.11,30.11,30.11,30.12,30.11,30.11,30.12,30.11,30.11,30.12,30.11,30.11,30.11,30.18,30.11,30.18,30.11,30.18,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.18,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.11,30.17,30.11,30.17
2003,30.23,30.13,30.26,30.26,30.21,30.21,30.26,30.26,30.26,30.26,30.26,30.22,30.21,30.21,30.21,30.21,30.21,30.22,30.21,30.21,30.22,30.21,30.21,30.22,30.21,30.21,30.21,30.26,30.21,30.26,30.21,30.26,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.26,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.25,30.21,30.25
2004,29.98,29.99,29.99,29.99,29.97,29.97,29.99,29.99,29.99,29.99,29.99,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.99,29.97,29.99,29.97,29.99,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.99,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.99,29.97,29.99
2005,30.11,30.28,30.14,30.14,30.09,30.09,30.14,30.14,30.14,30.14,30.14,30.10,30.09,30.09,30.09,30.09,30.09,30.10,30.09,30.09,30.10,30.09,30.09,30.10,30.09,30.09,30.09,30.14,30.09,30.14,30.09,30.14,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.14,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.13,30.09,30.13
2006,30.23,30.11,30.26,30.26,30.22,30.22,30.26,30.26,30.26,30.26,30.26,30.23,30.22,30.22,30.22,30.22,30.22,30.23,30.22,30.22,30.23,30.22,30.22,30.23,30.22,30.22,30.22,30.26,30.22,30.26,30.22,30.26,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.26,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.22,30.25,30.22,30.25
2007,30.40,30.47,30.43,30.43,30.39,30.39,30.43,30.43,30.43,30.43,30.43,30.40,30.39,30.39,30.39,30.39,30.39,30.40,30.39,30.39,30.40,30.39,30.39,30.40,30.39,30.39,30.39,30.43,30.39,30.43,30.39,30.43,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.43,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.39,30.42,30.39,30.42
2008,30.09,30.08,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09
