Variable:,pr
,Uganda,Abim,Amudat,Amuru,Apac,Budaka,Bugiri,Buikwe,Bukomansimbi,Bukwo,Bulambuli,Buliisa,Bundibugyo,Bushenyi,Buyende,Butambala,Iganga,Kalungu,Kamuli,Kapchorwa,Sheema,Kitgum,Kole,Kotido,Kween,Lamwo,Luuka,Manafwa,Masaka,Masindi,Moroto,Nakapiripirit,Namutumba,Napak,Nebbi,Ngora,Buhweju,Ntoroko,Maracha,Otuke,Oyam,Pader,Rubirizi,Sironko,Soroti,Zombo,Bukedea,Dokolo,Agago,Alebtong,Arua,Bududa,Buvuma,Gomba,Gulu,Kiboga,Kibuku,Kiryandongo,Kumi,Kyankwanzi,Mitooma,Kyegegwa,Kyenjojo,Mpigi,Nwoya,Serere,Lwengo,Mukono,Namayingo,Pallisa,Lira,Rakai,Lyantonde,Adjumani,Busia,Hoima,Jinja,Kabale,Kalangala,Kasese,Kibaale,Kisoro,Moyo,Ntungamo,Ssembabule,Kabarole,Kaberamaido,Kampala,Kamwenge,Kanungu,Kayunga,Mayuge,Nakasongola,Rukungiri,Wakiso,Yumbe,Amolatar,Amuria,Butaleja,Ibanda,Isingiro,Kaabong,Kaliro,Katakwi,Kiruhura,Koboko,Luwero,Mbale,Mbarara,Mityana,Mubende,Nakaseke,Tororo
1924,1131.41,870.37,866.24,1133.61,1302.90,1299.70,1329.95,1353.71,1247.76,1091.90,1165.44,1099.65,1092.43,951.55,1383.75,1273.87,1386.60,1240.37,1390.37,1185.21,917.61,932.81,1312.08,736.28,1054.60,1048.15,1400.33,1348.71,1376.99,1227.30,689.07,920.70,1383.72,863.25,1066.23,1311.97,1009.22,1075.14,1387.51,1175.80,1277.71,1177.55,916.26,1190.32,1277.14,1315.18,1188.52,1308.55,1051.93,1263.57,1170.61,1197.06,1238.15,1167.04,1227.03,1167.72,1363.15,1232.88,1262.15,1193.75,893.02,1073.32,1098.79,1288.24,1163.75,1353.91,1163.91,1315.00,1250.83,1344.46,1283.29,1357.15,1115.20,1065.33,1258.50,1101.71,1393.18,975.53,1221.41,992.82,1105.78,1086.60,1017.39,876.75,1111.01,1053.67,1324.10,1337.90,998.12,902.68,1334.67,1274.69,1274.69,876.06,1304.69,1145.82,1308.33,1157.58,1367.11,1018.01,1012.86,695.63,1387.00,1092.25,1048.52,1271.10,1295.92,1252.47,965.76,1243.55,1116.74,1216.92,1362.44
1925,1127.81,739.90,732.38,1013.17,1268.92,1294.69,1390.83,1436.83,1310.21,1074.70,1140.50,1090.80,1150.13,1050.25,1330.56,1289.11,1420.68,1299.75,1381.98,1162.84,1009.37,761.36,1275.01,620.17,1011.05,876.22,1405.91,1408.78,1498.98,1218.74,569.63,812.11,1423.94,763.98,1001.12,1291.54,1111.96,1116.97,1176.26,1062.29,1247.47,1073.90,1029.73,1167.67,1244.57,1210.35,1164.95,1255.33,871.24,1193.65,1051.18,1181.09,1427.49,1195.06,1149.95,1172.02,1360.80,1215.01,1240.25,1192.91,1000.12,1106.37,1120.59,1325.23,1097.55,1307.18,1232.08,1364.57,1416.75,1327.78,1236.02,1519.51,1171.60,937.61,1355.27,1103.80,1426.61,1093.43,1392.59,1074.91,1111.93,1220.30,879.48,967.08,1159.86,1104.42,1275.10,1357.40,1057.55,1037.60,1339.10,1419.80,1276.56,1003.92,1334.30,984.67,1264.94,1132.91,1413.07,1095.82,1111.41,548.98,1361.02,1045.95,1116.09,1073.99,1313.04,1261.93,1042.46,1253.44,1139.18,1229.16,1421.06
1926,1228.65,1010.82,1017.86,1147.50,1334.64,1431.42,1497.23,1472.41,1334.64,1233.50,1268.58,1116.37,1180.09,1025.36,1447.43,1378.20,1540.73,1327.93,1488.93,1302.12,995.01,1045.85,1341.03,877.26,1190.73,1073.23,1516.85,1612.82,1519.13,1254.45,805.38,1035.91,1555.59,987.16,1051.09,1429.04,1077.52,1169.99,1222.22,1246.31,1318.63,1254.21,992.10,1305.88,1371.97,1253.12,1296.47,1349.87,1148.49,1312.56,1111.59,1325.50,1497.00,1262.55,1287.29,1234.02,1497.09,1260.08,1364.09,1258.74,980.53,1165.63,1181.91,1417.87,1186.02,1424.14,1252.65,1397.20,1493.16,1464.60,1330.05,1533.99,1193.30,1043.67,1467.97,1184.99,1522.24,1114.75,1480.30,1075.00,1201.94,1242.10,989.06,967.34,1196.45,1140.46,1365.82,1390.00,1083.83,1011.48,1392.74,1488.99,1334.28,974.83,1407.84,1072.03,1348.17,1262.28,1562.26,1093.41,1117.12,818.57,1488.81,1184.48,1130.31,1150.64,1340.10,1425.59,1039.75,1330.00,1206.25,1277.62,1608.03
1927,973.97,631.23,552.85,967.71,1088.17,975.92,1072.61,1159.25,1205.37,783.00,844.43,949.66,1062.92,977.32,1111.98,1154.18,1106.01,1193.29,1115.09,863.54,950.06,736.20,1092.10,535.86,740.96,883.86,1114.34,1006.00,1375.39,1061.18,465.39,608.58,1096.17,612.76,910.28,972.65,1028.06,1015.10,1111.80,890.21,1078.83,982.09,935.61,867.95,954.23,1133.65,865.28,1039.21,782.43,980.03,985.36,873.88,1115.96,1069.50,1051.16,1021.26,1030.35,1050.62,927.73,1047.33,927.35,988.70,1018.49,1182.02,993.75,1052.99,1148.18,1147.79,1077.25,1005.98,1048.10,1402.13,1098.00,896.26,999.68,980.78,1122.61,1028.50,1161.54,990.61,994.10,1140.60,853.86,916.44,1056.45,1019.45,1045.04,1166.40,967.01,939.65,1128.21,1086.76,1084.27,909.53,1164.28,942.14,1083.41,888.93,1068.73,1011.39,1048.11,513.86,1081.54,790.94,1037.20,1026.30,1109.89,922.11,984.15,1107.07,1010.09,1042.38,1035.01
1928,1123.93,880.26,795.65,1259.11,1283.43,1240.98,1262.30,1284.44,1183.70,1081.70,1108.17,1116.07,1085.87,921.24,1298.00,1215.42,1315.49,1177.58,1327.95,1131.54,887.39,1002.45,1331.51,748.96,1023.10,1166.10,1346.07,1452.33,1326.95,1208.97,660.23,848.62,1299.46,854.39,1120.19,1278.21,976.56,1088.41,1355.40,1154.23,1329.48,1292.72,892.34,1134.28,1253.72,1361.04,1130.78,1274.98,1050.22,1237.95,1232.57,1155.85,1236.57,1112.93,1377.46,1097.81,1306.99,1239.33,1213.29,1137.08,867.82,1024.87,1062.80,1224.24,1246.20,1290.93,1101.38,1242.10,1244.56,1291.49,1307.46,1325.89,1048.30,1162.22,1307.93,1112.85,1342.22,955.29,1201.50,963.60,1084.63,1059.70,1111.43,851.05,1044.29,1042.58,1279.88,1243.50,965.77,883.85,1273.52,1255.22,1233.87,857.27,1232.29,1195.62,1273.52,1166.41,1327.37,981.34,969.20,709.23,1312.52,1062.12,1002.06,1283.13,1225.04,1258.19,921.37,1177.64,1060.02,1157.46,1420.90
1929,1096.75,784.34,805.18,1159.59,1233.05,1155.85,1174.56,1217.69,1233.93,1015.50,1022.30,1088.63,1163.97,1037.84,1209.75,1237.32,1216.50,1225.89,1210.99,1047.13,1006.32,905.08,1263.93,668.51,976.22,1071.21,1213.19,1263.27,1402.43,1192.64,588.33,818.20,1226.46,770.32,1072.12,1187.21,1089.83,1145.97,1356.18,1108.02,1252.06,1179.43,1008.57,1048.87,1170.61,1343.68,1044.26,1218.88,1006.65,1175.22,1185.06,1063.53,1161.93,1142.19,1249.18,1085.36,1220.45,1200.68,1122.84,1134.92,998.77,1063.63,1113.17,1260.23,1168.98,1215.47,1167.27,1201.02,1126.50,1202.22,1230.03,1419.08,1116.90,1081.73,1155.40,1127.01,1213.96,1110.20,1266.83,1066.36,1111.97,1243.30,1037.39,968.01,1095.91,1105.31,1229.13,1216.20,1027.27,1038.12,1197.66,1142.46,1170.81,1000.18,1234.77,1149.16,1212.05,1073.63,1226.73,1063.50,1063.77,650.98,1218.08,969.47,1069.99,1253.62,1172.39,1132.38,1015.11,1179.68,1082.18,1108.94,1259.48
1930,1177.41,872.85,958.23,1127.90,1291.41,1305.72,1301.60,1316.91,1336.62,1178.80,1203.52,1106.53,1272.23,1259.78,1368.90,1265.67,1343.85,1322.10,1351.52,1228.46,1219.04,912.41,1320.05,747.19,1141.29,1009.52,1350.20,1533.95,1526.20,1225.82,699.25,978.04,1349.85,874.32,1057.84,1301.52,1323.48,1219.64,1252.93,1171.21,1300.05,1214.79,1232.06,1231.18,1262.54,1308.11,1223.43,1288.03,1058.32,1234.36,1129.83,1251.59,1280.65,1179.42,1279.02,1147.02,1350.21,1232.60,1262.26,1172.91,1213.62,1142.22,1189.06,1291.52,1174.70,1339.32,1280.97,1281.77,1287.00,1341.05,1291.30,1594.84,1216.10,1034.07,1369.22,1143.65,1344.76,1333.07,1263.15,1247.85,1146.55,1488.50,977.66,1170.75,1183.03,1222.36,1302.98,1281.80,1174.11,1264.53,1315.74,1291.72,1266.47,1220.77,1281.70,1065.35,1289.84,1157.22,1388.54,1258.90,1270.68,677.45,1367.41,1101.73,1243.90,1158.16,1282.52,1349.15,1224.20,1227.45,1131.44,1200.11,1494.37
1931,1211.67,988.37,895.29,1256.21,1394.17,1335.10,1387.80,1445.61,1386.62,1181.90,1197.66,1138.78,1129.66,1004.31,1437.84,1349.56,1446.06,1374.22,1442.73,1220.57,974.14,1052.17,1441.80,838.59,1123.16,1184.93,1452.21,1460.96,1555.78,1278.26,733.77,942.79,1445.21,949.90,1125.69,1347.97,1057.43,1118.07,1352.05,1286.68,1389.44,1324.24,968.18,1222.69,1326.12,1369.81,1218.60,1380.14,1167.84,1361.14,1235.51,1238.78,1366.01,1249.14,1377.92,1184.39,1394.67,1312.73,1290.67,1195.28,957.04,1123.75,1142.13,1381.60,1265.85,1400.63,1287.79,1375.67,1337.86,1371.16,1404.64,1538.99,1226.00,1158.77,1353.62,1113.28,1456.52,1075.20,1364.88,1033.28,1130.95,1187.10,1117.17,946.72,1212.58,1083.74,1376.72,1399.20,1029.71,980.54,1386.43,1360.97,1346.61,947.50,1374.66,1188.14,1382.81,1263.94,1442.38,1070.10,1092.38,785.32,1431.88,1151.53,1123.90,1274.88,1331.95,1315.53,1024.66,1293.53,1175.23,1245.62,1464.79
1932,1114.72,911.92,851.79,1204.53,1236.58,1186.03,1229.47,1297.49,1136.06,1171.30,1117.69,1079.22,1126.01,996.43,1257.97,1154.61,1249.43,1126.81,1270.29,1146.52,954.23,1005.49,1269.99,791.56,1093.76,1137.24,1279.56,1493.56,1267.87,1177.38,708.19,877.01,1225.86,884.97,1079.55,1177.73,1056.63,1102.04,1308.62,1155.63,1257.95,1242.63,985.49,1145.16,1178.06,1332.04,1131.35,1253.59,1062.70,1225.19,1187.33,1173.44,1254.70,1050.86,1310.54,1051.32,1205.58,1181.84,1138.66,1078.02,949.66,1052.67,1115.44,1166.89,1189.26,1244.62,1095.38,1233.45,1292.52,1199.36,1262.18,1301.52,1054.30,1110.58,1339.84,1073.99,1290.20,1026.62,1139.82,1049.43,1065.24,1160.10,1089.20,902.71,1050.07,1080.55,1263.28,1244.80,1025.83,992.29,1234.18,1291.98,1173.39,959.75,1197.26,1141.68,1238.34,1150.31,1288.93,1046.83,1004.17,762.58,1246.34,1043.64,1045.69,1241.92,1198.52,1280.38,968.77,1128.00,1021.28,1106.78,1434.44
1933,1097.63,809.10,761.00,1239.26,1283.92,1132.53,1166.40,1256.04,1149.94,986.90,997.72,1097.36,1120.15,974.20,1314.69,1174.36,1220.65,1143.58,1284.60,1006.61,940.03,925.27,1330.46,639.95,948.95,1137.20,1277.32,1300.77,1302.28,1213.65,540.26,802.65,1193.04,773.02,1094.41,1193.34,1026.39,1099.69,1356.03,1172.30,1316.52,1282.85,955.04,1007.69,1189.91,1384.24,1014.97,1271.47,1051.05,1247.92,1231.64,1029.11,1194.83,1081.21,1347.41,1080.33,1212.59,1230.54,1132.89,1115.01,932.74,1012.48,1063.85,1188.47,1224.79,1273.96,1089.39,1238.87,1192.55,1203.57,1307.27,1323.19,1042.30,1152.53,1196.93,1074.93,1268.63,1030.34,1177.65,1015.35,1045.71,1156.60,1106.65,900.65,1035.75,1061.18,1268.89,1260.90,978.66,969.89,1260.20,1199.00,1239.58,936.74,1213.67,1177.56,1275.17,1128.88,1207.68,1007.36,999.42,592.24,1273.78,1001.27,1012.72,1267.96,1224.58,1121.71,955.76,1150.44,1030.72,1166.51,1279.87
1934,1084.85,882.93,819.27,1228.92,1284.51,1155.52,1170.48,1187.18,1114.34,1033.90,1035.55,1134.16,1037.35,884.61,1251.75,1105.18,1232.56,1105.77,1246.51,1051.83,852.07,1041.40,1334.49,770.63,991.82,1135.47,1253.98,1291.92,1250.13,1250.09,665.36,849.05,1227.11,823.56,1135.15,1186.90,938.65,1051.50,1367.42,1192.13,1338.55,1282.94,853.75,1052.81,1186.76,1383.05,1052.77,1282.02,1126.16,1258.28,1228.70,1070.18,1136.23,1020.42,1344.70,1023.14,1216.46,1268.52,1133.53,1104.66,846.99,959.06,997.89,1122.44,1249.33,1255.33,1027.15,1139.45,1130.09,1201.47,1312.71,1235.86,973.90,1132.41,1169.01,1089.32,1243.10,963.13,1102.72,926.37,1021.74,1071.20,1078.13,828.36,978.12,992.28,1286.02,1161.10,917.37,888.35,1179.33,1141.84,1205.67,851.06,1131.76,1174.64,1256.82,1129.21,1234.84,931.27,922.67,760.61,1246.27,1010.10,939.36,1269.25,1131.66,1145.84,879.18,1078.80,980.55,1121.37,1281.75
1935,1196.84,978.57,971.40,1187.12,1302.33,1314.52,1360.89,1444.07,1355.04,1160.20,1188.32,1163.35,1244.69,1072.43,1377.16,1348.48,1404.73,1343.10,1393.05,1212.48,1016.75,1035.29,1340.90,857.61,1123.25,1096.65,1404.44,1504.91,1511.84,1278.20,787.67,993.19,1407.10,947.54,1108.32,1310.52,1150.91,1226.79,1283.07,1182.56,1342.54,1240.63,1061.39,1215.35,1270.26,1333.68,1209.44,1288.47,1098.23,1245.45,1160.39,1234.59,1327.04,1225.18,1310.38,1188.95,1367.21,1278.65,1264.18,1219.72,1007.67,1131.34,1181.07,1364.54,1226.99,1343.31,1268.04,1407.72,1307.89,1346.12,1306.46,1526.59,1203.10,1066.62,1371.56,1188.54,1411.85,1078.44,1314.79,1111.45,1165.21,1218.90,1008.62,957.84,1182.33,1187.21,1299.06,1453.10,1092.99,1050.76,1349.54,1332.09,1289.28,1017.46,1385.53,1099.06,1285.09,1184.00,1424.87,1137.67,1133.97,825.50,1388.24,1121.84,1158.08,1193.06,1331.69,1328.20,1068.99,1299.55,1152.78,1249.76,1488.59
1936,1194.56,984.29,968.72,1052.00,1272.02,1386.39,1415.02,1477.74,1361.17,1167.20,1230.40,1051.75,1176.66,1123.68,1417.31,1359.20,1492.72,1347.67,1472.95,1255.81,1078.18,1006.26,1274.23,906.93,1131.18,1022.29,1500.21,1536.49,1548.04,1184.11,855.59,1005.34,1491.42,962.71,983.61,1380.14,1191.57,1119.61,1128.44,1113.23,1225.44,1132.85,1102.64,1260.67,1296.74,1211.21,1256.70,1234.03,1040.70,1154.44,1036.36,1276.73,1473.99,1217.41,1166.19,1189.72,1456.67,1179.36,1330.49,1179.88,1076.20,1093.96,1123.49,1402.66,1089.08,1357.97,1288.95,1463.78,1393.12,1428.95,1220.08,1554.42,1234.90,954.46,1360.72,1078.21,1500.07,1218.10,1447.58,1136.14,1094.25,1367.20,907.41,1039.46,1190.18,1123.12,1249.70,1488.80,1078.70,1135.78,1416.34,1400.38,1308.82,1090.54,1428.33,972.75,1287.70,1173.63,1493.79,1144.31,1143.01,902.21,1454.39,1147.47,1151.83,1051.52,1387.84,1368.42,1090.03,1314.81,1134.56,1264.25,1533.17
1937,1287.03,1053.70,991.50,1370.31,1448.54,1369.16,1428.55,1465.58,1342.39,1248.70,1263.01,1299.65,1345.56,1171.13,1434.82,1326.95,1474.19,1334.57,1467.85,1295.07,1118.79,1158.69,1512.87,888.88,1196.74,1245.78,1484.32,1603.45,1505.27,1419.15,776.02,1012.55,1462.64,989.32,1264.14,1345.89,1247.95,1309.75,1507.99,1333.00,1512.39,1446.21,1151.30,1297.61,1323.95,1554.52,1283.71,1405.60,1257.34,1387.95,1349.88,1318.45,1402.21,1257.48,1514.99,1229.26,1400.15,1424.45,1301.39,1298.02,1105.46,1223.81,1285.72,1340.37,1400.15,1398.75,1321.58,1382.32,1417.24,1379.82,1477.30,1564.20,1286.00,1234.02,1451.98,1283.86,1492.77,1292.03,1334.46,1229.57,1253.85,1446.90,1165.37,1086.38,1251.61,1286.65,1391.04,1393.00,1198.12,1157.54,1432.75,1430.64,1395.90,1112.85,1351.67,1277.16,1426.18,1307.35,1494.53,1230.69,1204.71,830.33,1433.55,1178.44,1238.60,1392.94,1380.64,1416.75,1146.62,1287.97,1220.54,1296.53,1577.32
1938,1073.33,944.77,867.16,1188.22,1149.79,1141.36,1186.47,1160.80,1130.41,1034.60,1050.71,1041.76,1058.47,954.86,1178.91,1045.01,1182.52,1116.76,1147.05,1073.84,921.51,1095.18,1189.41,899.11,993.77,1197.55,1141.48,1295.31,1280.58,1111.33,814.25,889.03,1212.53,873.08,1062.29,1145.52,1008.05,1026.40,1389.13,1069.19,1201.69,1218.89,930.24,1075.99,1130.30,1299.55,1067.46,1139.99,1062.42,1104.89,1208.32,1090.58,1149.18,980.74,1282.74,959.09,1173.50,1134.74,1099.94,992.57,907.21,943.72,970.45,1090.52,1152.62,1166.30,1089.39,1076.98,1176.18,1157.32,1173.99,1294.47,1052.10,1135.68,1214.55,998.16,1151.36,1003.94,1135.39,974.83,955.27,1110.10,1115.62,888.00,1002.83,1010.23,1146.40,1075.00,942.13,931.60,1106.42,1177.58,1094.29,902.90,1074.90,1187.20,1135.86,1033.91,1229.43,992.70,975.89,929.06,1178.63,990.15,1008.82,1288.80,1054.17,1161.46,946.05,1012.95,947.10,1002.04,1281.03
1939,1026.24,756.16,725.53,1063.42,1180.77,1079.02,1148.26,1169.76,1128.57,930.20,922.80,1016.78,1115.33,957.97,1204.62,1102.76,1184.15,1122.88,1191.44,943.90,904.68,863.07,1196.76,627.36,886.14,960.79,1190.00,1150.94,1252.70,1096.49,543.96,745.64,1184.38,739.92,1004.91,1093.30,1030.09,1090.02,1286.35,1038.54,1144.06,1091.31,955.61,944.66,1071.50,1274.11,944.44,1185.44,961.81,1123.01,1119.81,959.74,1138.52,1063.57,1153.66,1034.87,1157.16,1100.60,1038.61,1054.75,909.83,1019.50,1037.32,1118.97,1064.17,1182.51,1061.48,1127.40,1141.56,1134.31,1165.95,1246.82,1019.70,1007.48,1118.71,1038.43,1189.74,1034.62,1115.83,1029.39,1035.46,1166.70,975.05,870.29,1033.72,1063.82,1204.34,1121.90,991.62,977.34,1168.02,1147.34,1132.39,936.77,1112.49,1075.94,1187.95,987.90,1166.34,1014.18,959.49,564.27,1188.94,889.74,1007.64,1183.32,1121.18,1024.90,935.93,1069.20,1043.83,1041.57,1165.75
1940,1214.02,1034.14,902.66,1189.18,1367.07,1285.42,1363.15,1428.73,1366.41,1121.30,1140.96,1113.53,1141.50,1033.55,1465.84,1382.67,1412.55,1358.18,1454.42,1165.61,995.47,1131.80,1387.38,893.97,1076.40,1179.20,1455.65,1493.28,1525.70,1301.66,767.83,932.85,1384.87,979.37,1068.80,1308.97,1097.47,1139.77,1230.71,1277.91,1358.09,1342.67,996.33,1168.03,1288.68,1332.11,1163.76,1348.27,1201.31,1347.07,1135.52,1190.49,1387.22,1272.18,1347.62,1225.47,1350.40,1298.63,1244.21,1238.58,974.79,1135.88,1132.17,1409.80,1214.94,1387.17,1272.53,1403.02,1356.10,1333.32,1377.29,1520.04,1212.10,1064.32,1420.63,1128.74,1450.83,1055.98,1414.33,1060.03,1157.98,1168.40,989.98,951.48,1204.88,1092.14,1340.72,1411.70,1049.85,992.79,1416.48,1370.55,1370.78,962.60,1407.83,1052.01,1364.30,1247.13,1403.37,1096.49,1095.11,866.63,1425.07,1126.89,1133.88,1139.00,1371.92,1294.70,1036.86,1337.18,1193.52,1297.24,1474.96
1941,1320.97,1046.99,1045.20,1349.21,1453.71,1456.94,1472.55,1599.20,1423.29,1231.60,1352.42,1338.81,1381.61,1241.82,1563.22,1383.26,1532.08,1409.53,1564.64,1380.48,1182.89,1155.05,1472.78,890.60,1213.66,1246.81,1578.24,1657.74,1575.43,1454.31,802.97,1084.69,1507.07,1006.92,1308.82,1418.56,1326.40,1353.07,1519.22,1320.60,1456.29,1378.70,1224.44,1388.63,1369.74,1654.88,1377.95,1447.83,1233.39,1407.51,1382.16,1400.66,1524.07,1279.04,1444.61,1227.20,1494.76,1440.93,1392.82,1313.95,1177.05,1219.02,1270.53,1407.75,1393.08,1509.60,1348.10,1509.58,1475.14,1488.50,1443.81,1602.63,1284.90,1248.56,1505.91,1320.73,1588.18,1313.26,1395.74,1306.65,1259.77,1467.00,1172.09,1134.53,1269.25,1318.72,1463.00,1537.00,1232.59,1237.25,1468.21,1501.63,1383.88,1192.46,1442.16,1289.34,1434.95,1281.72,1538.92,1280.71,1241.96,848.18,1555.84,1233.38,1266.21,1405.14,1411.51,1494.16,1197.11,1332.63,1213.13,1286.94,1626.32
1942,1212.21,1065.09,964.68,1151.66,1285.21,1389.73,1472.39,1514.69,1391.97,1102.30,1211.53,1075.77,1131.69,1072.87,1481.03,1380.79,1508.38,1380.16,1484.20,1238.41,1014.98,1072.23,1316.64,896.05,1086.28,1113.77,1496.32,1471.91,1515.18,1186.13,830.80,1001.02,1518.26,1020.32,1061.57,1395.42,1151.70,1117.55,1218.59,1290.59,1282.39,1299.13,1068.64,1245.87,1344.75,1350.97,1242.37,1357.78,1194.88,1343.70,1118.60,1255.32,1478.00,1259.25,1291.68,1181.57,1468.81,1202.11,1331.86,1184.00,1002.91,1106.76,1124.30,1416.51,1163.99,1438.22,1272.67,1458.73,1419.40,1439.17,1334.15,1490.91,1199.40,1023.49,1385.06,1080.41,1503.06,1092.27,1401.17,1123.31,1100.64,1226.00,948.21,961.31,1194.62,1100.76,1384.34,1486.70,1079.64,1043.11,1404.34,1439.58,1315.58,1012.57,1428.71,1005.32,1300.40,1285.51,1497.61,1119.86,1100.68,817.00,1490.56,1176.12,1125.32,1098.67,1342.94,1334.58,1040.87,1317.81,1159.59,1241.13,1491.31
1943,976.71,784.16,837.73,980.06,998.74,1097.65,1084.95,1177.96,1070.06,1087.50,1013.86,914.42,1011.63,893.87,1101.76,1100.33,1166.64,1062.40,1160.03,1040.57,843.88,876.67,999.84,714.32,1019.72,936.93,1185.69,1233.97,1174.44,975.39,689.62,841.24,1156.80,807.99,909.87,1106.46,958.29,979.24,1060.58,959.49,1013.61,1022.67,899.74,1037.99,1074.77,1142.43,1027.21,1005.95,911.64,978.59,972.21,1055.83,1146.29,985.85,1046.08,953.27,1128.99,978.46,1057.58,968.80,841.72,885.87,932.19,1128.49,978.38,1075.60,958.28,1171.34,1075.32,1112.69,1002.46,1148.03,892.70,915.48,1070.50,929.72,1189.84,922.89,1104.83,933.48,911.68,1024.40,854.67,805.97,909.60,960.43,1019.65,1187.60,878.97,886.26,1122.86,1085.64,1056.40,860.28,1144.36,899.58,1009.95,1005.64,1172.11,906.77,867.23,715.12,1127.53,952.52,877.16,975.86,1088.92,1113.85,834.42,1052.12,919.26,1013.43,1220.16
1944,1238.90,949.87,890.53,1281.85,1319.21,1298.49,1395.72,1591.25,1440.62,1134.40,1139.61,1206.18,1170.88,1040.44,1403.66,1489.10,1491.43,1431.42,1489.54,1160.40,1001.67,1024.13,1337.27,781.02,1085.99,1151.48,1526.53,1403.92,1598.21,1324.37,701.33,920.42,1459.33,910.75,1187.41,1305.98,1105.90,1176.05,1391.68,1204.72,1387.22,1292.12,1001.21,1161.83,1271.89,1453.14,1160.28,1281.58,1109.21,1257.03,1281.52,1178.95,1556.65,1331.40,1382.80,1285.01,1365.41,1333.32,1246.63,1298.69,959.30,1147.64,1170.25,1530.13,1307.58,1338.34,1314.15,1520.50,1422.46,1328.66,1316.80,1569.32,1239.70,1178.66,1323.49,1186.77,1553.58,1040.53,1511.84,1076.53,1170.36,1149.20,1135.30,954.41,1223.66,1127.33,1285.64,1553.60,1079.76,944.89,1440.73,1446.22,1377.76,925.54,1528.84,1233.81,1293.57,1214.93,1439.48,1109.95,1129.29,753.71,1412.08,1113.98,1149.27,1315.63,1413.39,1256.07,1053.73,1421.20,1226.66,1342.36,1427.68
1945,1169.29,998.48,924.22,1280.67,1347.54,1209.39,1164.32,1177.90,1161.69,1104.10,1096.26,1153.97,1139.78,1032.58,1304.66,1173.90,1211.57,1156.64,1229.39,1108.04,992.89,1143.24,1372.10,929.95,1060.43,1245.61,1206.16,1341.61,1334.74,1297.23,888.46,961.54,1238.73,985.00,1121.49,1286.61,1092.36,1118.96,1429.70,1248.81,1407.66,1362.69,1013.10,1108.26,1301.66,1339.61,1112.07,1342.09,1177.40,1308.29,1251.08,1126.00,1201.65,1106.21,1406.98,1090.21,1278.84,1343.12,1218.38,1183.16,980.94,1067.71,1094.43,1189.40,1286.40,1326.43,1145.19,1161.71,1151.95,1272.54,1359.40,1401.54,1111.20,1182.31,1166.29,1136.36,1192.72,1085.48,1181.00,1061.44,1110.90,1201.50,1152.53,960.84,1085.69,1091.57,1361.50,1173.70,1035.88,1013.63,1206.61,1148.51,1268.01,982.36,1181.00,1272.68,1299.63,1232.15,1253.03,1073.72,1105.55,999.26,1281.75,1119.49,1088.40,1358.18,1156.59,1198.96,1040.22,1145.36,1069.65,1168.85,1319.69
1946,1250.40,1123.10,1002.10,1364.69,1392.42,1320.14,1278.77,1426.33,1265.28,1264.20,1230.86,1275.77,1292.34,1046.65,1446.53,1291.82,1375.41,1261.45,1454.83,1251.72,1001.92,1240.28,1444.90,944.51,1205.10,1329.55,1463.85,1440.32,1355.26,1342.13,776.37,1026.41,1328.87,1026.82,1261.68,1368.84,1113.13,1291.52,1546.47,1353.95,1465.46,1473.67,1027.75,1251.03,1363.82,1534.25,1246.37,1393.99,1311.69,1394.04,1372.21,1266.34,1342.59,1220.18,1496.64,1201.03,1370.00,1360.79,1310.40,1276.02,967.31,1175.62,1268.72,1300.69,1359.75,1408.10,1189.42,1386.28,1266.41,1371.48,1446.30,1325.84,1150.70,1277.74,1319.66,1279.30,1461.27,1016.27,1271.33,1126.06,1241.85,1123.40,1211.04,942.74,1160.99,1229.65,1389.05,1397.30,1110.24,960.63,1411.72,1298.56,1386.74,945.90,1335.74,1336.80,1383.28,1308.89,1347.91,1119.24,1034.16,864.88,1419.07,1206.91,1123.00,1422.41,1356.06,1324.50,1027.83,1269.78,1167.30,1310.87,1415.05
1947,1299.74,1023.64,1012.11,1397.27,1442.56,1364.52,1445.68,1536.68,1446.18,1232.20,1236.79,1257.42,1216.38,1119.66,1441.10,1365.51,1467.15,1430.21,1456.86,1267.31,1094.17,1185.83,1438.22,962.67,1180.42,1281.35,1469.79,1623.19,1639.36,1401.81,905.24,1030.66,1461.30,1004.59,1245.07,1384.31,1166.26,1234.04,1524.47,1314.99,1493.87,1400.39,1083.13,1269.23,1381.65,1544.16,1258.94,1420.03,1234.16,1393.06,1357.47,1294.44,1500.20,1264.52,1511.64,1188.62,1412.78,1465.54,1315.15,1276.66,1076.27,1157.22,1200.20,1411.23,1421.16,1431.90,1333.21,1440.37,1454.96,1391.54,1427.25,1641.96,1253.60,1283.05,1485.54,1217.54,1493.07,1157.65,1495.61,1141.15,1197.23,1279.80,1201.05,1052.45,1229.77,1159.68,1434.65,1460.80,1098.87,1092.92,1402.95,1474.13,1371.82,1062.85,1410.49,1301.83,1398.50,1289.00,1495.53,1147.96,1207.00,1034.64,1443.15,1176.73,1181.81,1407.20,1349.00,1407.00,1126.80,1302.42,1183.08,1257.97,1592.38
