Variable:,tasmin
,Afghanistan,Badakhshan,Badghis,Baghlan,Balkh,Bamyan,Farah,Faryab,Ghazni,Ghor,Hilmand,Hirat,Jawzjan,Kabul,Kandahar,Kapisa,Khost,Kunar,Kunduz,Laghman,Logar,Nangarhar,Nimroz,Nuristan,Paktika,Paktya,Samangan,Sar-e-Pul,Takhar,Wardak,Zabul,Daykundi,Panjsher,Parwan,Uruzgan
1992,5.78,-3.68,4.25,3.03,8.71,-1.27,9.75,5.91,1.75,0.37,11.38,6.88,9.86,3.41,9.82,2.28,7.94,5.73,9.97,6.82,2.90,9.20,14.02,-0.99,6.65,3.98,3.73,2.11,4.39,-0.13,5.89,1.13,-2.20,0.93,4.33
1993,6.27,-3.42,4.56,3.42,8.85,-0.76,10.20,6.11,2.57,0.88,11.92,7.22,9.92,4.16,10.44,3.01,8.73,6.42,10.16,7.58,3.71,9.95,14.52,-0.42,7.44,4.79,4.05,2.46,4.67,0.53,6.73,1.84,-1.69,1.51,5.08
1994,6.17,-3.58,4.62,3.16,8.65,-1.03,10.47,6.04,2.09,0.80,11.97,7.51,9.81,3.71,10.37,2.54,8.28,5.89,9.93,7.01,3.21,9.39,14.75,-0.82,7.01,4.33,3.80,2.31,4.42,0.14,6.35,1.51,-2.03,1.16,4.73
1995,5.83,-3.89,4.44,2.72,8.51,-1.45,10.26,6.03,1.51,0.45,11.58,7.41,9.85,3.10,9.94,1.91,7.72,5.26,9.62,6.36,2.56,8.78,14.45,-1.39,6.55,3.72,3.49,2.05,4.01,-0.43,5.89,1.00,-2.56,0.60,4.19
1996,5.73,-3.86,4.15,2.85,8.39,-1.36,9.83,5.72,1.79,0.39,11.32,6.89,9.53,3.41,9.77,2.25,8.00,5.62,9.66,6.72,2.92,9.12,14.06,-1.08,6.78,4.05,3.49,1.96,4.12,-0.18,6.05,1.18,-2.32,0.85,4.33
1997,5.85,-3.92,4.78,2.82,8.63,-1.43,10.57,6.23,1.19,0.65,11.53,7.85,10.03,2.96,9.56,1.77,7.32,4.84,9.76,6.08,2.31,8.39,14.67,-1.67,6.06,3.38,3.56,2.15,4.18,-0.53,5.49,0.98,-2.62,0.60,4.04
1998,6.57,-3.04,4.90,3.56,9.01,-0.75,10.97,6.38,2.43,1.07,12.38,8.06,10.15,4.09,10.63,2.95,8.58,6.36,10.39,7.48,3.58,9.84,15.33,-0.35,7.30,4.66,4.14,2.55,4.92,0.49,6.63,1.78,-1.60,1.56,4.99
1999,7.13,-2.41,5.59,4.29,9.87,-0.00,11.31,7.15,3.11,1.73,12.65,8.46,11.02,4.79,11.10,3.63,9.33,7.07,11.16,8.17,4.29,10.56,15.44,0.33,8.02,5.37,4.91,3.32,5.61,1.19,7.35,2.50,-0.92,2.21,5.72
2000,6.73,-2.59,5.08,3.97,9.37,-0.40,10.88,6.72,2.70,1.27,12.24,7.89,10.57,4.57,10.72,3.39,9.11,6.72,10.76,7.86,4.05,10.23,15.01,0.05,7.68,5.15,4.47,2.93,5.34,0.91,6.87,2.00,-1.14,1.98,5.18
2001,6.79,-2.56,5.32,3.93,9.32,-0.41,10.99,6.69,2.67,1.28,12.38,8.18,10.61,4.37,10.90,3.16,8.96,6.67,10.71,7.73,3.88,10.13,15.11,-0.01,7.64,5.01,4.47,2.92,5.31,0.79,6.94,2.07,-1.28,1.87,5.32
2002,6.77,-2.73,5.11,3.73,9.31,-0.57,11.11,6.57,2.59,1.16,12.55,8.16,10.56,4.22,10.99,3.03,8.83,6.57,10.64,7.56,3.75,9.99,15.38,-0.16,7.61,4.90,4.34,2.80,5.15,0.63,6.91,1.91,-1.47,1.66,5.25
2003,6.58,-2.75,4.92,3.71,9.24,-0.60,10.78,6.52,2.45,1.07,12.30,7.83,10.51,4.17,10.64,2.99,8.63,6.36,10.59,7.48,3.64,9.80,15.05,-0.29,7.26,4.71,4.29,2.77,5.14,0.59,6.55,1.82,-1.53,1.66,5.02
2004,7.19,-2.00,5.42,4.45,9.99,0.07,11.19,7.15,3.16,1.66,12.81,8.18,11.26,4.87,11.33,3.68,9.35,7.08,11.38,8.24,4.38,10.57,15.44,0.44,8.05,5.47,4.99,3.41,5.89,1.30,7.31,2.51,-0.79,2.35,5.76
2005,6.46,-2.72,4.94,3.55,9.29,-0.87,10.87,6.61,2.05,0.97,12.15,7.82,10.68,3.73,10.42,2.59,8.18,6.11,10.63,7.11,3.20,9.47,15.02,-0.49,6.92,4.29,4.17,2.68,5.11,0.19,6.30,1.58,-1.77,1.30,4.85
2006,7.17,-2.25,5.59,4.16,9.72,-0.21,11.54,7.22,2.87,1.74,13.02,8.46,11.09,4.53,11.35,3.29,9.01,6.78,11.07,7.83,4.01,10.20,15.75,0.12,7.77,5.09,4.76,3.28,5.63,0.92,7.25,2.39,-1.12,2.02,5.74
2007,6.76,-2.48,4.92,3.96,9.51,-0.37,10.76,6.66,2.79,1.24,12.44,7.60,10.71,4.42,10.96,3.21,9.02,6.71,10.89,7.79,3.94,10.19,15.08,-0.02,7.72,5.04,4.51,2.95,5.40,0.86,7.08,2.13,-1.27,1.88,5.43
2008,6.95,-2.51,5.08,3.91,9.37,-0.37,11.15,6.72,3.02,1.51,12.85,7.82,10.54,4.55,11.26,3.34,9.15,6.96,10.79,7.98,4.12,10.35,15.54,0.16,7.90,5.23,4.44,2.92,5.39,1.00,7.30,2.35,-1.28,1.92,5.79
2009,7.13,-2.66,5.54,3.96,9.57,-0.27,11.49,7.08,3.00,1.71,13.17,8.32,10.86,4.38,11.52,3.16,9.09,6.67,10.86,7.74,4.00,10.20,15.92,-0.14,7.89,5.14,4.63,3.08,5.32,0.95,7.31,2.48,-1.38,1.84,5.82
2010,7.12,-2.47,5.75,3.99,9.65,-0.28,11.44,7.23,2.96,1.78,12.91,8.46,11.05,4.40,11.35,3.21,9.13,6.78,10.92,7.78,4.00,10.25,15.56,0.05,7.95,5.20,4.60,3.10,5.43,0.91,7.36,2.43,-1.23,1.89,5.77
2011,6.99,-2.48,5.22,4.08,9.51,-0.19,11.10,6.75,2.96,1.51,12.90,7.97,10.64,4.54,11.32,3.34,9.14,6.78,10.90,7.87,4.07,10.29,15.54,0.08,7.80,5.22,4.63,2.95,5.42,1.02,7.25,2.45,-1.15,2.04,5.78
2012,6.32,-3.30,4.84,3.27,8.87,-1.01,10.56,6.32,2.16,0.92,12.14,7.56,10.12,3.75,10.54,2.57,8.41,6.07,10.11,7.13,3.26,9.56,14.86,-0.66,7.08,4.43,3.90,2.40,4.65,0.15,6.49,1.66,-1.97,1.21,4.93
2013,7.21,-2.39,5.83,4.08,9.77,-0.17,11.73,7.34,2.87,1.88,12.98,8.72,11.12,4.50,11.22,3.32,9.11,6.73,11.01,7.85,4.00,10.23,15.91,0.03,7.81,5.14,4.72,3.33,5.51,0.93,7.23,2.48,-1.18,1.99,5.70
2014,6.64,-2.88,4.96,3.66,9.19,-0.57,10.90,6.57,2.63,1.31,12.35,7.76,10.38,4.11,10.77,2.91,8.80,6.46,10.56,7.46,3.69,9.93,15.16,-0.29,7.54,4.87,4.26,2.72,5.04,0.62,6.91,2.08,-1.59,1.61,5.33
2015,7.25,-2.32,5.95,4.23,9.95,-0.01,11.78,7.41,2.89,1.95,12.93,8.89,11.28,4.50,11.09,3.28,8.95,6.61,11.24,7.73,4.02,10.07,15.94,-0.02,7.64,5.08,4.88,3.40,5.67,1.08,7.09,2.55,-1.14,2.09,5.62
2016,7.55,-2.23,6.05,4.44,10.12,0.30,11.99,7.57,3.37,2.23,13.29,9.00,11.46,4.85,11.64,3.63,9.53,6.96,11.36,8.09,4.43,10.54,16.20,0.30,8.31,5.62,5.09,3.61,5.79,1.43,7.71,2.94,-0.86,2.38,6.14
2017,7.09,-2.60,5.50,4.13,9.57,-0.11,11.37,7.05,3.09,1.72,12.80,8.34,10.88,4.60,11.28,3.40,9.24,6.86,10.91,7.92,4.12,10.31,15.59,0.10,8.02,5.25,4.66,3.12,5.42,1.11,7.41,2.56,-1.13,2.10,5.76
2018,7.60,-2.23,6.10,4.61,10.22,0.45,11.86,7.64,3.62,2.31,13.29,8.89,11.44,5.09,11.76,3.85,9.67,7.29,11.46,8.39,4.66,10.76,16.09,0.53,8.49,5.79,5.27,3.73,5.90,1.64,7.86,3.07,-0.69,2.58,6.24
2019,7.09,-2.61,5.84,4.05,9.96,-0.13,11.51,7.43,2.73,1.84,12.77,8.71,11.31,4.24,10.91,3.04,8.72,6.32,11.16,7.48,3.76,9.81,15.79,-0.30,7.52,4.82,4.79,3.35,5.47,0.87,6.95,2.45,-1.38,1.84,5.50
2020,6.44,-3.05,4.90,3.49,9.08,-0.80,10.74,6.39,2.30,0.99,12.15,7.82,10.35,3.88,10.45,2.73,8.41,6.14,10.43,7.25,3.42,9.63,15.10,-0.55,7.13,4.53,4.06,2.45,4.89,0.38,6.48,1.73,-1.74,1.39,4.90
